DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20061008,2006-10-08,1,Sunday,Domingo,Dimanche,8,281,41,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061009,2006-10-09,2,Monday,Lunes,Lundi,9,282,41,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061010,2006-10-10,3,Tuesday,Martes,Mardi,10,283,41,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061011,2006-10-11,4,Wednesday,Miércoles,Mercredi,11,284,41,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061012,2006-10-12,5,Thursday,Jueves,Jeudi,12,285,41,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061013,2006-10-13,6,Friday,Viernes,Vendredi,13,286,41,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061014,2006-10-14,7,Saturday,Sábado,Samedi,14,287,41,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061015,2006-10-15,1,Sunday,Domingo,Dimanche,15,288,42,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061016,2006-10-16,2,Monday,Lunes,Lundi,16,289,42,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061017,2006-10-17,3,Tuesday,Martes,Mardi,17,290,42,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061018,2006-10-18,4,Wednesday,Miércoles,Mercredi,18,291,42,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061019,2006-10-19,5,Thursday,Jueves,Jeudi,19,292,42,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061020,2006-10-20,6,Friday,Viernes,Vendredi,20,293,42,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061021,2006-10-21,7,Saturday,Sábado,Samedi,21,294,42,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061022,2006-10-22,1,Sunday,Domingo,Dimanche,22,295,43,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061023,2006-10-23,2,Monday,Lunes,Lundi,23,296,43,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061024,2006-10-24,3,Tuesday,Martes,Mardi,24,297,43,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061025,2006-10-25,4,Wednesday,Miércoles,Mercredi,25,298,43,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061026,2006-10-26,5,Thursday,Jueves,Jeudi,26,299,43,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061027,2006-10-27,6,Friday,Viernes,Vendredi,27,300,43,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061028,2006-10-28,7,Saturday,Sábado,Samedi,28,301,43,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061029,2006-10-29,1,Sunday,Domingo,Dimanche,29,302,44,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061030,2006-10-30,2,Monday,Lunes,Lundi,30,303,44,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061031,2006-10-31,3,Tuesday,Martes,Mardi,31,304,44,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061101,2006-11-01,4,Wednesday,Miércoles,Mercredi,1,305,44,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061102,2006-11-02,5,Thursday,Jueves,Jeudi,2,306,44,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061103,2006-11-03,6,Friday,Viernes,Vendredi,3,307,44,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061104,2006-11-04,7,Saturday,Sábado,Samedi,4,308,44,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061105,2006-11-05,1,Sunday,Domingo,Dimanche,5,309,45,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061106,2006-11-06,2,Monday,Lunes,Lundi,6,310,45,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061107,2006-11-07,3,Tuesday,Martes,Mardi,7,311,45,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061108,2006-11-08,4,Wednesday,Miércoles,Mercredi,8,312,45,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061109,2006-11-09,5,Thursday,Jueves,Jeudi,9,313,45,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061110,2006-11-10,6,Friday,Viernes,Vendredi,10,314,45,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061111,2006-11-11,7,Saturday,Sábado,Samedi,11,315,45,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061112,2006-11-12,1,Sunday,Domingo,Dimanche,12,316,46,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061113,2006-11-13,2,Monday,Lunes,Lundi,13,317,46,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061114,2006-11-14,3,Tuesday,Martes,Mardi,14,318,46,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061115,2006-11-15,4,Wednesday,Miércoles,Mercredi,15,319,46,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061116,2006-11-16,5,Thursday,Jueves,Jeudi,16,320,46,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061117,2006-11-17,6,Friday,Viernes,Vendredi,17,321,46,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061118,2006-11-18,7,Saturday,Sábado,Samedi,18,322,46,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061119,2006-11-19,1,Sunday,Domingo,Dimanche,19,323,47,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061120,2006-11-20,2,Monday,Lunes,Lundi,20,324,47,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061121,2006-11-21,3,Tuesday,Martes,Mardi,21,325,47,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061122,2006-11-22,4,Wednesday,Miércoles,Mercredi,22,326,47,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061123,2006-11-23,5,Thursday,Jueves,Jeudi,23,327,47,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061124,2006-11-24,6,Friday,Viernes,Vendredi,24,328,47,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061125,2006-11-25,7,Saturday,Sábado,Samedi,25,329,47,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061126,2006-11-26,1,Sunday,Domingo,Dimanche,26,330,48,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061127,2006-11-27,2,Monday,Lunes,Lundi,27,331,48,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061128,2006-11-28,3,Tuesday,Martes,Mardi,28,332,48,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061129,2006-11-29,4,Wednesday,Miércoles,Mercredi,29,333,48,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061130,2006-11-30,5,Thursday,Jueves,Jeudi,30,334,48,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061201,2006-12-01,6,Friday,Viernes,Vendredi,1,335,48,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061202,2006-12-02,7,Saturday,Sábado,Samedi,2,336,48,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061203,2006-12-03,1,Sunday,Domingo,Dimanche,3,337,49,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061204,2006-12-04,2,Monday,Lunes,Lundi,4,338,49,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061205,2006-12-05,3,Tuesday,Martes,Mardi,5,339,49,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061206,2006-12-06,4,Wednesday,Miércoles,Mercredi,6,340,49,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061207,2006-12-07,5,Thursday,Jueves,Jeudi,7,341,49,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061208,2006-12-08,6,Friday,Viernes,Vendredi,8,342,49,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061209,2006-12-09,7,Saturday,Sábado,Samedi,9,343,49,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061210,2006-12-10,1,Sunday,Domingo,Dimanche,10,344,50,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061211,2006-12-11,2,Monday,Lunes,Lundi,11,345,50,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061212,2006-12-12,3,Tuesday,Martes,Mardi,12,346,50,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061213,2006-12-13,4,Wednesday,Miércoles,Mercredi,13,347,50,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061214,2006-12-14,5,Thursday,Jueves,Jeudi,14,348,50,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061215,2006-12-15,6,Friday,Viernes,Vendredi,15,349,50,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061216,2006-12-16,7,Saturday,Sábado,Samedi,16,350,50,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061217,2006-12-17,1,Sunday,Domingo,Dimanche,17,351,51,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061218,2006-12-18,2,Monday,Lunes,Lundi,18,352,51,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061219,2006-12-19,3,Tuesday,Martes,Mardi,19,353,51,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061220,2006-12-20,4,Wednesday,Miércoles,Mercredi,20,354,51,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061221,2006-12-21,5,Thursday,Jueves,Jeudi,21,355,51,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061222,2006-12-22,6,Friday,Viernes,Vendredi,22,356,51,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061223,2006-12-23,7,Saturday,Sábado,Samedi,23,357,51,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061224,2006-12-24,1,Sunday,Domingo,Dimanche,24,358,52,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061225,2006-12-25,2,Monday,Lunes,Lundi,25,359,52,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061226,2006-12-26,3,Tuesday,Martes,Mardi,26,360,52,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061227,2006-12-27,4,Wednesday,Miércoles,Mercredi,27,361,52,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061228,2006-12-28,5,Thursday,Jueves,Jeudi,28,362,52,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061229,2006-12-29,6,Friday,Viernes,Vendredi,29,363,52,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061230,2006-12-30,7,Saturday,Sábado,Samedi,30,364,52,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061231,2006-12-31,1,Sunday,Domingo,Dimanche,31,365,53,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20070101,2007-01-01,2,Monday,Lunes,Lundi,1,1,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070102,2007-01-02,3,Tuesday,Martes,Mardi,2,2,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070103,2007-01-03,4,Wednesday,Miércoles,Mercredi,3,3,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070104,2007-01-04,5,Thursday,Jueves,Jeudi,4,4,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070105,2007-01-05,6,Friday,Viernes,Vendredi,5,5,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070106,2007-01-06,7,Saturday,Sábado,Samedi,6,6,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070107,2007-01-07,1,Sunday,Domingo,Dimanche,7,7,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070108,2007-01-08,2,Monday,Lunes,Lundi,8,8,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070109,2007-01-09,3,Tuesday,Martes,Mardi,9,9,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070110,2007-01-10,4,Wednesday,Miércoles,Mercredi,10,10,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070111,2007-01-11,5,Thursday,Jueves,Jeudi,11,11,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070112,2007-01-12,6,Friday,Viernes,Vendredi,12,12,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070113,2007-01-13,7,Saturday,Sábado,Samedi,13,13,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070114,2007-01-14,1,Sunday,Domingo,Dimanche,14,14,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070115,2007-01-15,2,Monday,Lunes,Lundi,15,15,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070116,2007-01-16,3,Tuesday,Martes,Mardi,16,16,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070117,2007-01-17,4,Wednesday,Miércoles,Mercredi,17,17,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070118,2007-01-18,5,Thursday,Jueves,Jeudi,18,18,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070119,2007-01-19,6,Friday,Viernes,Vendredi,19,19,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070120,2007-01-20,7,Saturday,Sábado,Samedi,20,20,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070121,2007-01-21,1,Sunday,Domingo,Dimanche,21,21,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070122,2007-01-22,2,Monday,Lunes,Lundi,22,22,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070123,2007-01-23,3,Tuesday,Martes,Mardi,23,23,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070124,2007-01-24,4,Wednesday,Miércoles,Mercredi,24,24,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070125,2007-01-25,5,Thursday,Jueves,Jeudi,25,25,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070126,2007-01-26,6,Friday,Viernes,Vendredi,26,26,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070127,2007-01-27,7,Saturday,Sábado,Samedi,27,27,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070128,2007-01-28,1,Sunday,Domingo,Dimanche,28,28,5,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070129,2007-01-29,2,Monday,Lunes,Lundi,29,29,5,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070130,2007-01-30,3,Tuesday,Martes,Mardi,30,30,5,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070131,2007-01-31,4,Wednesday,Miércoles,Mercredi,31,31,5,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070201,2007-02-01,5,Thursday,Jueves,Jeudi,1,32,5,February,Febrero,Février,2,1,2007,1,3,2007,2
20070202,2007-02-02,6,Friday,Viernes,Vendredi,2,33,5,February,Febrero,Février,2,1,2007,1,3,2007,2
20070203,2007-02-03,7,Saturday,Sábado,Samedi,3,34,5,February,Febrero,Février,2,1,2007,1,3,2007,2
20070204,2007-02-04,1,Sunday,Domingo,Dimanche,4,35,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070205,2007-02-05,2,Monday,Lunes,Lundi,5,36,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070206,2007-02-06,3,Tuesday,Martes,Mardi,6,37,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070207,2007-02-07,4,Wednesday,Miércoles,Mercredi,7,38,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070208,2007-02-08,5,Thursday,Jueves,Jeudi,8,39,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070209,2007-02-09,6,Friday,Viernes,Vendredi,9,40,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070210,2007-02-10,7,Saturday,Sábado,Samedi,10,41,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070211,2007-02-11,1,Sunday,Domingo,Dimanche,11,42,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070212,2007-02-12,2,Monday,Lunes,Lundi,12,43,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070213,2007-02-13,3,Tuesday,Martes,Mardi,13,44,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070214,2007-02-14,4,Wednesday,Miércoles,Mercredi,14,45,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070215,2007-02-15,5,Thursday,Jueves,Jeudi,15,46,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070216,2007-02-16,6,Friday,Viernes,Vendredi,16,47,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070217,2007-02-17,7,Saturday,Sábado,Samedi,17,48,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070218,2007-02-18,1,Sunday,Domingo,Dimanche,18,49,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070219,2007-02-19,2,Monday,Lunes,Lundi,19,50,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070220,2007-02-20,3,Tuesday,Martes,Mardi,20,51,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070221,2007-02-21,4,Wednesday,Miércoles,Mercredi,21,52,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070222,2007-02-22,5,Thursday,Jueves,Jeudi,22,53,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070223,2007-02-23,6,Friday,Viernes,Vendredi,23,54,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070224,2007-02-24,7,Saturday,Sábado,Samedi,24,55,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070225,2007-02-25,1,Sunday,Domingo,Dimanche,25,56,9,February,Febrero,Février,2,1,2007,1,3,2007,2
20070226,2007-02-26,2,Monday,Lunes,Lundi,26,57,9,February,Febrero,Février,2,1,2007,1,3,2007,2
20070227,2007-02-27,3,Tuesday,Martes,Mardi,27,58,9,February,Febrero,Février,2,1,2007,1,3,2007,2
20070228,2007-02-28,4,Wednesday,Miércoles,Mercredi,28,59,9,February,Febrero,Février,2,1,2007,1,3,2007,2
20070301,2007-03-01,5,Thursday,Jueves,Jeudi,1,60,9,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070302,2007-03-02,6,Friday,Viernes,Vendredi,2,61,9,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070303,2007-03-03,7,Saturday,Sábado,Samedi,3,62,9,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070304,2007-03-04,1,Sunday,Domingo,Dimanche,4,63,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070305,2007-03-05,2,Monday,Lunes,Lundi,5,64,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070306,2007-03-06,3,Tuesday,Martes,Mardi,6,65,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070307,2007-03-07,4,Wednesday,Miércoles,Mercredi,7,66,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070308,2007-03-08,5,Thursday,Jueves,Jeudi,8,67,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070309,2007-03-09,6,Friday,Viernes,Vendredi,9,68,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070310,2007-03-10,7,Saturday,Sábado,Samedi,10,69,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070311,2007-03-11,1,Sunday,Domingo,Dimanche,11,70,11,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070312,2007-03-12,2,Monday,Lunes,Lundi,12,71,11,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070313,2007-03-13,3,Tuesday,Martes,Mardi,13,72,11,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070314,2007-03-14,4,Wednesday,Miércoles,Mercredi,14,73,11,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070315,2007-03-15,5,Thursday,Jueves,Jeudi,15,74,11,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070316,2007-03-16,6,Friday,Viernes,Vendredi,16,75,11,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070317,2007-03-17,7,Saturday,Sábado,Samedi,17,76,11,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070318,2007-03-18,1,Sunday,Domingo,Dimanche,18,77,12,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070319,2007-03-19,2,Monday,Lunes,Lundi,19,78,12,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070320,2007-03-20,3,Tuesday,Martes,Mardi,20,79,12,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070321,2007-03-21,4,Wednesday,Miércoles,Mercredi,21,80,12,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070322,2007-03-22,5,Thursday,Jueves,Jeudi,22,81,12,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070323,2007-03-23,6,Friday,Viernes,Vendredi,23,82,12,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070324,2007-03-24,7,Saturday,Sábado,Samedi,24,83,12,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070325,2007-03-25,1,Sunday,Domingo,Dimanche,25,84,13,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070326,2007-03-26,2,Monday,Lunes,Lundi,26,85,13,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070327,2007-03-27,3,Tuesday,Martes,Mardi,27,86,13,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070328,2007-03-28,4,Wednesday,Miércoles,Mercredi,28,87,13,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070329,2007-03-29,5,Thursday,Jueves,Jeudi,29,88,13,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070330,2007-03-30,6,Friday,Viernes,Vendredi,30,89,13,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070331,2007-03-31,7,Saturday,Sábado,Samedi,31,90,13,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070401,2007-04-01,1,Sunday,Domingo,Dimanche,1,91,14,April,Abril,Avril,4,2,2007,1,4,2007,2
20070402,2007-04-02,2,Monday,Lunes,Lundi,2,92,14,April,Abril,Avril,4,2,2007,1,4,2007,2
20070403,2007-04-03,3,Tuesday,Martes,Mardi,3,93,14,April,Abril,Avril,4,2,2007,1,4,2007,2
20070404,2007-04-04,4,Wednesday,Miércoles,Mercredi,4,94,14,April,Abril,Avril,4,2,2007,1,4,2007,2
20070405,2007-04-05,5,Thursday,Jueves,Jeudi,5,95,14,April,Abril,Avril,4,2,2007,1,4,2007,2
20070406,2007-04-06,6,Friday,Viernes,Vendredi,6,96,14,April,Abril,Avril,4,2,2007,1,4,2007,2
20070407,2007-04-07,7,Saturday,Sábado,Samedi,7,97,14,April,Abril,Avril,4,2,2007,1,4,2007,2
20070408,2007-04-08,1,Sunday,Domingo,Dimanche,8,98,15,April,Abril,Avril,4,2,2007,1,4,2007,2
20070409,2007-04-09,2,Monday,Lunes,Lundi,9,99,15,April,Abril,Avril,4,2,2007,1,4,2007,2
20070410,2007-04-10,3,Tuesday,Martes,Mardi,10,100,15,April,Abril,Avril,4,2,2007,1,4,2007,2
20070411,2007-04-11,4,Wednesday,Miércoles,Mercredi,11,101,15,April,Abril,Avril,4,2,2007,1,4,2007,2
20070412,2007-04-12,5,Thursday,Jueves,Jeudi,12,102,15,April,Abril,Avril,4,2,2007,1,4,2007,2
20070413,2007-04-13,6,Friday,Viernes,Vendredi,13,103,15,April,Abril,Avril,4,2,2007,1,4,2007,2
20070414,2007-04-14,7,Saturday,Sábado,Samedi,14,104,15,April,Abril,Avril,4,2,2007,1,4,2007,2
20070415,2007-04-15,1,Sunday,Domingo,Dimanche,15,105,16,April,Abril,Avril,4,2,2007,1,4,2007,2
20070416,2007-04-16,2,Monday,Lunes,Lundi,16,106,16,April,Abril,Avril,4,2,2007,1,4,2007,2
20070417,2007-04-17,3,Tuesday,Martes,Mardi,17,107,16,April,Abril,Avril,4,2,2007,1,4,2007,2
20070418,2007-04-18,4,Wednesday,Miércoles,Mercredi,18,108,16,April,Abril,Avril,4,2,2007,1,4,2007,2
20070419,2007-04-19,5,Thursday,Jueves,Jeudi,19,109,16,April,Abril,Avril,4,2,2007,1,4,2007,2
20070420,2007-04-20,6,Friday,Viernes,Vendredi,20,110,16,April,Abril,Avril,4,2,2007,1,4,2007,2
20070421,2007-04-21,7,Saturday,Sábado,Samedi,21,111,16,April,Abril,Avril,4,2,2007,1,4,2007,2
20070422,2007-04-22,1,Sunday,Domingo,Dimanche,22,112,17,April,Abril,Avril,4,2,2007,1,4,2007,2
20070423,2007-04-23,2,Monday,Lunes,Lundi,23,113,17,April,Abril,Avril,4,2,2007,1,4,2007,2
20070424,2007-04-24,3,Tuesday,Martes,Mardi,24,114,17,April,Abril,Avril,4,2,2007,1,4,2007,2
20070425,2007-04-25,4,Wednesday,Miércoles,Mercredi,25,115,17,April,Abril,Avril,4,2,2007,1,4,2007,2
20070426,2007-04-26,5,Thursday,Jueves,Jeudi,26,116,17,April,Abril,Avril,4,2,2007,1,4,2007,2
20070427,2007-04-27,6,Friday,Viernes,Vendredi,27,117,17,April,Abril,Avril,4,2,2007,1,4,2007,2
20070428,2007-04-28,7,Saturday,Sábado,Samedi,28,118,17,April,Abril,Avril,4,2,2007,1,4,2007,2
20070429,2007-04-29,1,Sunday,Domingo,Dimanche,29,119,18,April,Abril,Avril,4,2,2007,1,4,2007,2
20070430,2007-04-30,2,Monday,Lunes,Lundi,30,120,18,April,Abril,Avril,4,2,2007,1,4,2007,2
20070501,2007-05-01,3,Tuesday,Martes,Mardi,1,121,18,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070502,2007-05-02,4,Wednesday,Miércoles,Mercredi,2,122,18,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070503,2007-05-03,5,Thursday,Jueves,Jeudi,3,123,18,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070504,2007-05-04,6,Friday,Viernes,Vendredi,4,124,18,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070505,2007-05-05,7,Saturday,Sábado,Samedi,5,125,18,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070506,2007-05-06,1,Sunday,Domingo,Dimanche,6,126,19,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070507,2007-05-07,2,Monday,Lunes,Lundi,7,127,19,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070508,2007-05-08,3,Tuesday,Martes,Mardi,8,128,19,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070509,2007-05-09,4,Wednesday,Miércoles,Mercredi,9,129,19,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070510,2007-05-10,5,Thursday,Jueves,Jeudi,10,130,19,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070511,2007-05-11,6,Friday,Viernes,Vendredi,11,131,19,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070512,2007-05-12,7,Saturday,Sábado,Samedi,12,132,19,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070513,2007-05-13,1,Sunday,Domingo,Dimanche,13,133,20,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070514,2007-05-14,2,Monday,Lunes,Lundi,14,134,20,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070515,2007-05-15,3,Tuesday,Martes,Mardi,15,135,20,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070516,2007-05-16,4,Wednesday,Miércoles,Mercredi,16,136,20,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070517,2007-05-17,5,Thursday,Jueves,Jeudi,17,137,20,May,Mayo,Mai,5,2,2007,1,4,2007,2
