State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Rpt_Ind,Ecol_Exp,Salm_Rpt,Salm_Rpt_Ind,Salm_Exp,Shig_Rpt,Shig_Rpt_Ind,Shig_Exp,Toxic_Chem,Carbon_Monoxide_Ind,Nitrogen_Dioxide_Ind,Sulfur_Dioxide_Ind,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind,EH_Time_Span
17,089,Kane,Illinois,IL,10,58483,14138,5767,24413,28425,21,4,13,164,4,159,53,3,80,557207,1,1,1,1,1,1,2001-2003
17,091,Kankakee,Illinois,IL,15,13920,3361,1910,5710,6570,5,4,3,150,4,70,10,3,35,832945,1,1,1,1,1,1,2001-2003
17,093,Kendall,Illinois,IL,48,5089,1931,1135,4175,4840,6,3,6,32,4,32,8,4,9,67737,1,1,1,1,1,1,1999-2003
17,095,Knox,Illinois,IL,21,6683,1921,1216,2980,3209,5,4,6,28,3,36,43,4,8,94932,1,1,1,1,1,1,1999-2003
17,097,Lake,Illinois,IL,2,58614,16165,9449,36015,41644,32,4,20,561,4,263,130,4,81,668138,1,1,1,1,1,1,2001-2003
17,099,La Salle,Illinois,IL,13,14127,3486,2520,6146,6671,2,3,3,27,3,50,1,3,10,3143784,1,1,1,1,1,1,2001-2003
17,101,Lawrence,Illinois,IL,60,2102,427,469,907,961,1,3,2,27,4,21,12,4,3,0,1,1,1,1,1,1,1994-2003
17,103,Lee,Illinois,IL,25,4860,925,561,1991,2167,7,4,4,17,3,22,5,4,4,81371,1,1,1,1,1,1,1999-2003
17,105,Livingston,Illinois,IL,26,5752,939,711,2139,2348,2,3,4,16,3,22,1,3,4,53627,1,1,1,1,1,1,1999-2003
17,107,Logan,Illinois,IL,26,4005,751,748,1718,1976,14,4,3,18,4,17,0,3,3,369637,1,1,1,1,1,1,1999-2003
17,109,McDonough,Illinois,IL,50,2245,717,560,1841,2830,0,3,2,10,3,26,2,3,8,69753,1,1,1,1,1,1,1999-2003
17,111,McHenry,Illinois,IL,12,20973,8354,4390,15814,17884,18,3,17,122,4,109,25,4,34,221339,1,1,1,1,1,1,2001-2003
17,113,McLean,Illinois,IL,11,8574,3513,2108,8625,11629,2,3,9,51,3,56,17,4,19,351405,1,1,1,1,1,1,2001-2003
17,115,Macon,Illinois,IL,15,12240,3271,3860,5965,6624,5,4,3,49,3,74,9,3,37,7163343,1,1,1,1,1,1,2001-2003
17,117,Macoupin,Illinois,IL,31,5984,1423,886,2718,2969,8,4,7,18,3,29,4,4,5,0,1,1,1,1,1,1,1999-2003
17,119,Madison,Illinois,IL,4,27480,7435,4467,14404,16119,9,3,8,141,4,110,9,3,47,11328080,1,1,1,1,1,1,2001-2003
17,121,Marion,Illinois,IL,34,5688,1192,980,2182,2340,1,3,2,36,4,27,8,3,12,85518,1,1,1,1,1,1,1999-2003
17,123,Marshall,Illinois,IL,55,1375,311,226,736,780,1,3,3,12,3,17,8,4,5,345218,1,1,1,1,1,1,1994-2003
17,125,Mason,Illinois,IL,40,2161,519,272,868,933,9,4,3,41,4,18,2,3,5,935955,1,1,1,1,1,1,1994-2003
17,127,Massac,Illinois,IL,65,2496,392,626,848,888,2,4,2,49,4,20,3,3,6,815022,1,1,1,1,1,1,1994-2003
17,129,Menard,Illinois,IL,57,1016,312,294,697,753,110,4,6,18,4,17,4,4,7,0,1,1,1,1,1,1,1994-2003
17,131,Mercer,Illinois,IL,57,1777,491,333,939,990,3,3,8,17,3,24,23,4,10,-2222,1,1,1,1,1,1,1994-2003
17,133,Monroe,Illinois,IL,47,2670,718,479,1702,1877,1,3,4,16,4,16,2,3,3,418,1,1,1,1,1,1,1999-2003
17,135,Montgomery,Illinois,IL,30,4819,937,641,1699,1820,1,3,3,35,4,18,2,3,3,8040146,1,1,1,1,1,1,1999-2003
17,137,Morgan,Illinois,IL,30,4787,982,821,1990,2262,1,3,4,21,4,22,7,4,4,1401777,1,1,1,1,1,1,1999-2003
17,139,Moultrie,Illinois,IL,57,2074,336,258,793,860,1,3,7,17,3,20,9,4,9,191329,1,1,1,1,1,1,1994-2003
17,141,Ogle,Illinois,IL,45,6161,1397,819,2941,3239,11,4,8,37,4,36,21,4,16,1313313,1,1,1,1,1,1,1999-2003
17,143,Peoria,Illinois,IL,15,19008,4619,3195,9711,11026,6,4,5,49,3,120,126,4,60,31953727,1,1,1,1,1,1,2001-2003
17,145,Perry,Illinois,IL,40,4336,692,394,1283,1412,1,3,4,9,3,24,5,3,7,226814,1,1,1,1,1,1,1994-2003
17,147,Piatt,Illinois,IL,55,1304,372,269,920,969,4,4,3,19,4,21,9,4,6,30119,1,1,1,1,1,1,1994-2003
17,149,Pike,Illinois,IL,62,2404,436,335,955,1025,1,4,2,17,3,22,3,4,9,1872996,1,1,1,1,1,1,1994-2003
17,151,Pope,Illinois,IL,61,716,129,105,243,268,0,3,0,2,3,5,1,4,2,-2222,1,1,1,1,1,1,1994-2003
17,153,Pulaski,Illinois,IL,76,1265,245,210,359,415,2,4,0,5,3,13,0,3,6,43,1,1,1,1,1,1,1994-2003
17,155,Putnam,Illinois,IL,57,688,176,92,339,359,0,3,3,4,3,8,0,3,4,284186,1,1,1,1,1,1,1994-2003
17,157,Randolph,Illinois,IL,30,6513,845,544,1871,2061,0,3,3,16,3,20,3,4,3,2113332,1,1,1,1,1,1,1999-2003
17,159,Richland,Illinois,IL,40,1805,417,375,871,926,3,4,3,20,4,18,4,3,5,-2222,1,1,1,1,1,1,1994-2003
17,161,Rock Island,Illinois,IL,16,17247,3657,2643,8078,8843,8,4,4,44,3,67,8,3,13,3179712,1,1,1,1,1,1,2001-2003
17,163,St. Clair,Illinois,IL,5,31801,7574,4461,13727,15710,15,4,8,121,3,131,30,3,100,2228121,1,1,1,1,1,1,2001-2003
17,165,Saline,Illinois,IL,50,4257,732,819,1431,1548,0,3,1,8,3,21,8,4,7,-2222,1,1,1,1,1,1,1999-2003
17,167,Sangamon,Illinois,IL,11,15502,4859,4099,10486,11258,7,3,11,73,4,69,17,3,23,1084384,1,1,1,1,1,1,2001-2003
17,169,Schuyler,Illinois,IL,59,821,208,215,397,408,0,3,1,6,3,8,0,3,2,-2222,1,1,1,1,1,1,1994-2003
17,171,Scott,Illinois,IL,56,635,178,108,299,314,2,3,3,5,3,7,0,3,2,-2222,1,1,1,1,1,1,1994-2003
17,173,Shelby,Illinois,IL,55,2629,599,511,1227,1306,1,3,5,20,3,30,6,3,9,7,1,1,1,1,1,1,1994-2003
17,175,Stark,Illinois,IL,54,708,171,119,340,356,0,3,2,10,4,7,0,3,3,56,1,1,1,1,1,1,1994-2003
17,177,Stephenson,Illinois,IL,27,5195,1359,701,2614,2788,23,4,7,67,4,36,259,4,22,200265,1,1,1,1,1,1,1999-2003
17,179,Tazewell,Illinois,IL,12,13357,3225,1991,7173,7654,6,3,8,50,4,50,11,4,15,4229510,1,1,1,1,1,1,2001-2003
17,181,Union,Illinois,IL,64,3185,542,535,1014,1077,1,4,2,20,3,27,1,3,7,500,1,1,1,1,1,1,1994-2003
17,183,Vermilion,Illinois,IL,24,11809,2428,1698,4451,4780,6,4,4,46,3,58,6,3,29,5340930,1,1,1,1,1,1,1999-2003
17,185,Wabash,Illinois,IL,40,1545,382,208,697,747,0,3,3,18,4,14,3,3,4,-2222,1,1,1,1,1,1,1994-2003
17,187,Warren,Illinois,IL,60,2040,518,290,969,1124,5,4,2,22,3,24,26,4,4,24396,1,1,1,1,1,1,1994-2003
17,189,Washington,Illinois,IL,57,2092,387,237,820,908,0,3,8,27,4,21,1,3,9,30205,1,1,1,1,1,1,1994-2003
17,191,Wayne,Illinois,IL,59,2901,419,297,935,983,0,3,3,32,4,19,3,4,5,0,1,1,1,1,1,1,1994-2003
17,193,White,Illinois,IL,64,2771,390,339,876,909,0,3,2,21,4,23,5,4,6,8423,1,1,1,1,1,1,1994-2003
17,195,Whiteside,Illinois,IL,18,8220,1746,884,3268,3495,2,3,6,51,4,48,36,4,9,4592840,1,1,1,1,1,1,1999-2003
17,197,Will,Illinois,IL,10,52686,17894,6412,33167,38442,25,3,17,189,3,201,68,3,101,5328100,1,1,1,1,1,1,2001-2003
17,199,Williamson,Illinois,IL,24,8923,1712,1692,3557,3783,1,3,3,28,3,43,10,4,22,715645,1,1,1,1,1,1,1999-2003
17,201,Winnebago,Illinois,IL,10,35276,9120,3534,15380,16951,25,4,8,157,4,102,126,4,51,1821297,1,1,1,1,1,1,2001-2003
17,203,Woodford,Illinois,IL,47,2981,742,546,2029,2319,2,3,5,11,3,20,6,4,4,1202,1,1,1,1,1,1,1999-2003
18,001,Adams,Indiana,IN,48,4071,811,590,2098,1449,0,3,3,39,4,18,3,3,5,1305603,1,1,1,1,1,1,1999-2003
18,003,Allen,Indiana,IN,10,31058,9435,10372,22202,14696,16,4,10,81,3,122,43,3,61,1862819,1,1,1,1,1,1,2001-2003
18,005,Bartholomew,Indiana,IN,17,7910,1809,1533,4873,3039,18,4,11,30,3,54,5,3,14,307327,1,1,1,1,1,1,1999-2003
18,007,Benton,Indiana,IN,57,812,242,187,594,379,0,3,5,3,3,13,5,4,6,-2222,1,1,1,1,1,1,1994-2003
18,009,Blackford,Indiana,IN,55,1775,487,481,947,580,8,4,3,14,3,18,0,3,6,62907,1,1,1,1,1,1,1994-2003
18,011,Boone,Indiana,IN,48,3935,1062,1361,3426,2244,5,3,5,10,3,26,22,4,7,17063,1,1,1,1,1,1,1999-2003
18,013,Brown,Indiana,IN,37,1751,453,314,1064,644,0,3,1,6,3,21,1,3,4,-2222,1,1,1,1,1,1,1994-2003
18,015,Carroll,Indiana,IN,55,2302,538,441,1379,870,1,3,4,16,3,26,14,4,8,52225,1,1,1,1,1,1,1994-2003
18,017,Cass,Indiana,IN,26,4804,1120,1072,2674,1706,0,3,4,8,3,22,4,3,4,509074,1,1,1,1,1,1,1999-2003
18,019,Clark,Indiana,IN,17,13755,2790,2493,6882,4288,2,3,15,38,3,73,23,4,19,397616,1,1,1,1,1,1,1999-2003
18,021,Clay,Indiana,IN,26,3169,917,733,1817,1172,1,3,3,8,3,15,3,3,3,18882,1,1,1,1,1,1,1999-2003
18,023,Clinton,Indiana,IN,27,4382,969,926,2236,1455,1,3,5,10,3,25,2,3,15,518426,1,1,1,1,1,1,1999-2003
18,025,Crawford,Indiana,IN,39,2229,413,341,759,478,1,3,1,8,3,15,2,3,6,10,1,1,1,1,1,1,1994-2003
18,027,Daviess,Indiana,IN,31,5439,615,727,1946,1275,3,3,4,12,3,18,1,3,3,386033,1,1,1,1,1,1,1999-2003
18,029,Dearborn,Indiana,IN,48,5842,1479,1298,3267,2093,10,4,5,18,3,26,14,4,7,4516227,1,1,1,1,1,1,1999-2003
18,031,Decatur,Indiana,IN,47,3465,644,523,1660,1040,5,4,4,10,3,14,1,3,2,173547,1,1,1,1,1,1,1999-2003
18,033,De Kalb,Indiana,IN,48,4120,1377,919,2721,1766,2,3,4,9,3,22,5,3,6,22664067,1,1,1,1,1,1,1999-2003
18,035,Delaware,Indiana,IN,14,13121,3753,3587,8002,6006,4,3,4,32,3,46,1,3,14,851047,1,1,1,1,1,1,2001-2003
18,037,Dubois,Indiana,IN,48,5310,870,725,2712,1739,4,3,4,36,4,22,2,3,6,549427,1,1,1,1,1,1,1999-2003
18,039,Elkhart,Indiana,IN,12,29585,4699,3628,12472,8349,7,3,11,48,3,73,17,4,22,3096185,1,1,1,1,1,1,2001-2003
18,041,Fayette,Indiana,IN,28,4457,929,664,1694,1042,1,3,3,9,3,15,0,3,3,8768,1,1,1,1,1,1,1999-2003
18,043,Floyd,Indiana,IN,17,8476,1964,1724,4835,3058,12,4,11,37,3,53,13,4,14,3320482,1,1,1,1,1,1,1999-2003
18,045,Fountain,Indiana,IN,55,2275,488,574,1171,722,1,3,4,6,3,23,1,3,7,96094,1,1,1,1,1,1,1994-2003
18,047,Franklin,Indiana,IN,38,3614,764,453,1539,1007,6,4,7,15,3,26,2,3,20,10574,1,1,1,1,1,1,1994-2003
18,049,Fulton,Indiana,IN,55,2774,560,487,1390,858,3,3,4,16,3,26,21,4,8,58888,1,1,1,1,1,1,1994-2003
18,051,Gibson,Indiana,IN,26,4266,851,709,2264,1435,1,3,3,11,3,18,4,3,3,14471544,1,1,1,1,1,1,1999-2003
18,053,Grant,Indiana,IN,19,9494,2792,1836,4777,3243,0,3,7,39,3,55,3,3,15,272820,1,1,1,1,1,1,1999-2003
18,055,Greene,Indiana,IN,26,4727,1096,811,2276,1416,1,3,3,17,3,18,5,4,3,77,1,1,1,1,1,1,1999-2003
18,057,Hamilton,Indiana,IN,12,8713,3967,3950,15309,10183,11,3,12,66,3,81,7,3,25,130728,1,1,1,1,1,1,2001-2003
18,059,Hancock,Indiana,IN,46,5101,1413,1332,4227,2701,6,4,3,18,3,40,2,3,11,255461,1,1,1,1,1,1,1999-2003
18,061,Harrison,Indiana,IN,47,4872,1224,833,2498,1588,2,3,5,20,4,19,4,4,3,219871,1,1,1,1,1,1,1999-2003
18,063,Hendricks,Indiana,IN,46,9534,2580,2383,8464,5595,4,3,5,42,3,77,15,3,22,4320360,1,1,1,1,1,1,1999-2003
18,065,Henry,Indiana,IN,26,6657,1576,1222,3232,1955,14,4,5,15,3,27,2,3,5,927242,1,1,1,1,1,1,1999-2003
18,067,Howard,Indiana,IN,17,9447,2582,3325,5656,3518,3,3,13,47,3,64,5,3,17,315063,1,1,1,1,1,1,1999-2003
18,069,Huntington,Indiana,IN,48,3781,1154,700,2568,1673,11,4,4,13,3,21,5,4,6,316031,1,1,1,1,1,1,1999-2003
18,071,Jackson,Indiana,IN,47,5700,1079,909,2822,1753,3,3,6,13,3,23,0,3,4,169131,1,1,1,1,1,1,1999-2003
18,073,Jasper,Indiana,IN,47,3588,845,661,2111,1431,2,3,5,20,4,17,5,4,3,4081595,1,1,1,1,1,1,1999-2003
18,075,Jay,Indiana,IN,60,3059,632,551,1410,879,4,4,2,22,3,28,3,3,4,18609,1,1,1,1,1,1,1994-2003
18,077,Jefferson,Indiana,IN,28,4103,913,992,2204,1436,0,3,3,7,3,19,4,4,3,4834572,1,1,1,1,1,1,1999-2003
18,079,Jennings,Indiana,IN,47,4412,945,832,1863,1196,1,3,4,8,3,15,0,3,3,36422,1,1,1,1,1,1,1999-2003
18,081,Johnson,Indiana,IN,12,11940,2946,2722,8499,5558,10,4,7,32,3,47,20,4,15,45371,1,1,1,1,1,1,2001-2003
18,083,Knox,Indiana,IN,30,4632,964,1023,2610,1736,0,3,4,25,4,23,16,4,4,464423,1,1,1,1,1,1,1999-2003
18,085,Kosciusko,Indiana,IN,45,9052,1801,1391,4991,3234,7,3,11,23,3,52,10,3,22,2092367,1,1,1,1,1,1,1999-2003
18,087,Lagrange,Indiana,IN,48,8424,871,695,2220,1591,1,3,4,17,3,19,4,3,5,117604,1,1,1,1,1,1,1999-2003
18,089,Lake,Indiana,IN,4,61294,13921,8421,32382,21160,14,3,15,167,3,204,104,4,88,50248279,1,1,1,2,1,1,2001-2003
18,091,La Porte,Indiana,IN,11,14440,3216,2032,7514,4729,6,4,7,49,4,40,36,4,13,1347657,1,1,1,1,1,1,2001-2003
18,093,Lawrence,Indiana,IN,25,7265,1734,1508,3170,1905,3,3,5,15,3,28,1,3,5,19880,1,1,1,1,1,1,1999-2003
18,095,Madison,Indiana,IN,14,17601,4177,3114,8885,5530,4,3,4,32,3,51,3,3,16,92360,1,1,1,1,1,1,2001-2003
18,097,Marion,Indiana,IN,3,102317,26086,24591,56153,35928,42,4,26,235,3,362,128,3,362,18593011,1,1,1,1,1,1,2001-2003
18,099,Marshall,Indiana,IN,48,6108,1187,851,3064,2000,3,3,5,16,3,25,9,4,7,1310899,1,1,1,1,1,1,1999-2003
18,101,Martin,Indiana,IN,39,1860,282,294,706,421,4,4,1,13,3,15,0,3,6,154270,1,1,1,1,1,1,1994-2003
18,103,Miami,Indiana,IN,29,4330,1094,714,2391,1499,3,4,4,15,3,25,0,3,9,19700,1,1,1,1,1,1,1999-2003
18,105,Monroe,Indiana,IN,14,7834,3065,2434,8591,7415,1,3,4,38,4,47,6,3,14,435426,1,1,1,1,1,1,2001-2003
18,107,Montgomery,Indiana,IN,25,3599,920,1118,2559,1661,4,4,4,33,4,23,9,4,4,26316268,1,1,1,1,1,1,1999-2003
18,109,Morgan,Indiana,IN,46,8893,1841,1897,4634,2946,4,3,3,26,3,47,20,4,13,639383,1,1,1,1,1,1,1999-2003
18,111,Newton,Indiana,IN,38,2065,383,310,986,633,1,3,4,17,4,17,7,4,13,139456,1,1,1,1,1,1,1994-2003
18,113,Noble,Indiana,IN,48,6849,1474,1030,3064,2020,2,3,5,6,3,26,15,4,7,586002,1,1,1,1,1,1,1999-2003
18,115,Ohio,Indiana,IN,37,874,164,137,409,257,2,4,1,3,3,8,1,3,2,-2222,1,1,1,1,1,1,1994-2003
18,117,Orange,Indiana,IN,60,3477,684,612,1328,830,1,3,2,10,3,25,0,3,4,118625,1,1,1,1,1,1,1994-2003
18,119,Owen,Indiana,IN,39,3874,708,554,1556,990,1,3,2,11,3,30,4,3,13,-2222,1,1,1,1,1,1,1994-2003
18,121,Parke,Indiana,IN,60,2366,519,537,1205,735,0,3,2,10,3,22,1,3,3,-2222,1,1,1,1,1,1,1994-2003
18,123,Perry,Indiana,IN,55,3293,566,396,1337,846,1,3,4,14,3,25,2,3,8,3232718,1,1,1,1,1,1,1994-2003
18,125,Pike,Indiana,IN,60,2166,351,366,881,534,1,3,1,11,3,17,3,3,3,7220038,1,1,1,1,1,1,1994-2003
18,127,Porter,Indiana,IN,12,12035,3761,3028,10666,7111,3,3,9,69,4,59,7,3,18,3244847,1,1,1,1,1,1,2001-2003
18,129,Posey,Indiana,IN,47,2790,649,641,1815,1177,0,3,4,4,3,15,2,3,3,4603423,1,1,1,1,1,1,1999-2003
18,131,Pulaski,Indiana,IN,57,1855,353,321,932,604,2,3,7,2,3,19,12,4,8,77164,1,1,1,1,1,1,1994-2003
18,133,Putnam,Indiana,IN,25,4426,1190,742,2527,1778,0,3,4,9,3,22,0,3,4,302944,1,1,1,1,1,1,1999-2003
18,135,Randolph,Indiana,IN,30,3681,973,637,1807,1119,1,3,3,10,3,16,1,3,3,62260,1,1,1,1,1,1,1999-2003
18,137,Ripley,Indiana,IN,47,3794,783,639,1817,1171,1,3,4,19,4,15,3,4,3,399702,1,1,1,1,1,1,1999-2003
18,139,Rush,Indiana,IN,57,2426,456,870,1175,729,3,3,9,12,3,26,3,3,11,13101,1,1,1,1,1,1,1994-2003
18,141,St. Joseph,Indiana,IN,9,29067,7116,3559,17436,12104,19,4,16,59,3,104,22,3,56,883724,1,1,1,1,1,1,2001-2003
18,143,Scott,Indiana,IN,39,4528,705,835,1596,1013,1,3,2,13,3,32,1,3,14,51139,1,1,1,1,1,1,1994-2003
18,145,Shelby,Indiana,IN,48,5874,1202,871,2927,1854,8,4,4,20,3,24,5,3,7,821650,1,1,1,1,1,1,1999-2003
18,147,Spencer,Indiana,IN,38,2583,612,413,1387,882,5,3,6,20,3,24,4,3,18,31733494,1,1,1,1,1,1,1994-2003
18,149,Starke,Indiana,IN,39,4182,757,800,1519,982,3,3,2,13,3,32,5,3,14,1807,1,1,1,1,1,1,1994-2003
18,151,Steuben,Indiana,IN,25,3449,1063,721,2267,1502,11,4,3,20,4,20,3,4,3,62107,1,1,1,1,1,1,1999-2003
18,153,Sullivan,Indiana,IN,60,2870,687,650,1513,948,0,3,2,11,3,28,0,3,4,3080434,1,1,1,1,1,1,1994-2003
18,155,Switzerland,Indiana,IN,60,1882,268,235,657,414,3,4,1,8,3,11,3,4,2,26400,1,1,1,1,1,1,1994-2003
18,157,Tippecanoe,Indiana,IN,11,10365,3660,3741,10487,8929,11,4,9,57,4,54,10,3,18,1237754,1,1,1,1,1,1,2001-2003
18,159,Tipton,Indiana,IN,55,1815,463,334,1117,691,4,4,3,20,4,21,6,4,7,41593,1,1,1,1,1,1,1994-2003
18,161,Union,Indiana,IN,38,966,218,217,486,311,1,3,2,6,3,9,17,4,7,22140,1,1,1,1,1,1,1994-2003
18,163,Vanderburgh,Indiana,IN,16,19121,4790,4061,11725,7726,4,3,5,52,3,77,13,4,15,272097,1,1,1,2,1,1,2001-2003
18,165,Vermillion,Indiana,IN,55,2129,593,448,1134,698,0,3,3,17,3,22,2,3,7,4949501,1,1,1,1,1,1,1994-2003
18,167,Vigo,Indiana,IN,16,12392,3391,2153,6964,4852,0,3,3,46,4,47,2,3,9,3009495,1,1,1,1,1,1,2001-2003
18,169,Wabash,Indiana,IN,26,4126,1166,787,2319,1518,0,3,3,19,4,19,0,3,3,11097623,1,1,1,1,1,1,1999-2003
18,171,Warren,Indiana,IN,54,898,207,175,594,370,0,3,3,7,3,9,15,4,3,-2222,1,1,1,1,1,1,1994-2003
18,173,Warrick,Indiana,IN,45,5137,1366,1367,3790,2427,2,3,8,28,3,37,3,3,16,11444448,1,1,1,1,1,1,1999-2003
18,175,Washington,Indiana,IN,29,4599,868,576,1867,1193,2,3,3,13,3,19,1,3,7,96224,1,1,1,1,1,1,1999-2003
18,177,Wayne,Indiana,IN,24,10129,2351,1731,4704,2993,1,3,4,43,3,49,2,3,25,1250208,1,1,1,1,1,1,1999-2003
18,179,Wells,Indiana,IN,47,2333,717,479,1877,1226,5,4,4,12,3,15,2,3,3,27557,1,1,1,1,1,1,1999-2003
18,181,White,Indiana,IN,27,2949,721,490,1646,1019,0,3,4,23,4,19,1,3,11,111961,1,1,1,1,1,1,1999-2003
18,183,Whitley,Indiana,IN,48,2932,891,614,2160,1393,3,3,3,14,3,17,1,3,5,5205695,1,1,1,1,1,1,1999-2003
19,001,Adair,Iowa,IA,58,695,191,132,464,278,3,4,2,7,3,9,0,3,2,28744,1,1,1,1,1,1,1994-2003
19,003,Adams,Iowa,IA,61,482,113,91,250,146,3,4,0,12,4,5,0,3,2,22874,1,1,1,1,1,1,1994-2003
19,005,Allamakee,Iowa,IA,40,1908,452,233,847,531,5,4,3,18,4,16,2,3,4,402746,1,1,1,1,1,1,1994-2003
19,007,Appanoose,Iowa,IA,63,1782,362,367,792,496,0,3,1,3,3,18,0,3,4,24444,1,1,1,1,1,1,1994-2003
19,009,Audubon,Iowa,IA,59,794,166,102,372,229,2,4,1,3,3,7,0,3,2,-2222,1,1,1,1,1,1,1994-2003
19,011,Benton,Iowa,IA,27,2227,726,372,1530,1007,5,4,4,18,4,19,5,4,12,0,1,1,1,1,1,1,1999-2003
19,013,Black Hawk,Iowa,IA,14,10849,3415,2279,7286,5428,10,4,4,39,3,49,21,4,15,971553,1,1,1,1,1,1,2001-2003
19,015,Boone,Iowa,IA,26,2031,574,498,1537,985,2,4,3,12,3,14,4,4,3,812,1,1,1,1,1,1,1999-2003
19,017,Bremer,Iowa,IA,55,1911,537,374,1368,982,12,4,5,23,3,30,6,3,9,177,1,1,1,1,1,1,1994-2003
19,019,Buchanan,Iowa,IA,40,2140,566,487,1162,770,8,4,4,20,3,23,5,3,6,60242,1,1,1,1,1,1,1994-2003
19,021,Buena Vista,Iowa,IA,55,2414,428,362,1124,803,6,4,4,99,4,27,18,4,8,48934,1,1,1,1,1,1,1994-2003
19,023,Butler,Iowa,IA,55,1909,418,237,880,538,9,4,3,17,3,20,3,3,6,482,1,1,1,1,1,1,1994-2003
19,025,Calhoun,Iowa,IA,54,1112,224,184,624,373,7,4,3,12,4,12,1,3,4,21109,1,1,1,1,1,1,1994-2003
19,027,Carroll,Iowa,IA,57,2350,404,303,1197,765,1,3,11,17,3,30,1,3,13,1504540,1,1,1,1,1,1,1994-2003
19,029,Cass,Iowa,IA,59,1434,381,295,837,510,1,3,3,8,3,16,1,3,4,53147,1,1,1,1,1,1,1994-2003
19,031,Cedar,Iowa,IA,55,1575,432,310,1055,656,12,4,4,12,3,23,7,4,7,163265,1,1,1,1,1,1,1994-2003
19,033,Cerro Gordo,Iowa,IA,26,4030,1253,1124,2583,1569,2,3,5,40,4,25,8,4,5,566285,1,1,1,1,1,1,1999-2003
19,035,Cherokee,Iowa,IA,57,1097,337,248,718,436,5,4,7,79,4,18,34,4,8,26546,1,1,1,1,1,1,1994-2003
19,037,Chickasaw,Iowa,IA,57,1436,363,183,719,457,3,3,7,22,4,18,0,3,8,6616,1,1,1,1,1,1,1994-2003
19,039,Clarke,Iowa,IA,59,978,262,139,518,327,0,3,2,5,3,10,0,3,3,5610,1,1,1,1,1,1,1994-2003
19,041,Clay,Iowa,IA,57,1433,416,285,979,599,7,4,9,43,4,24,6,4,10,114604,1,1,1,1,1,1,1994-2003
19,043,Clayton,Iowa,IA,57,2236,672,291,1061,659,14,4,9,17,3,26,1,3,11,72270,1,1,1,1,1,1,1994-2003
19,045,Clinton,Iowa,IA,21,4921,1396,919,2841,1812,10,4,5,25,3,32,51,4,7,3372705,1,1,1,1,1,1,1999-2003
19,047,Crawford,Iowa,IA,40,2411,381,262,946,627,1,3,3,14,3,19,12,4,5,132721,1,1,1,1,1,1,1994-2003
19,049,Dallas,Iowa,IA,47,3575,965,696,2926,2028,2,3,6,15,3,24,6,4,4,316729,1,1,1,1,1,1,1999-2003
19,051,Davis,Iowa,IA,40,1221,239,138,484,313,2,4,2,6,3,9,0,3,3,5336,1,1,1,1,1,1,1994-2003
19,053,Decatur,Iowa,IA,70,985,216,148,499,392,0,3,1,4,3,11,0,3,4,-2222,1,1,1,1,1,1,1994-2003
19,055,Delaware,Iowa,IA,40,1804,508,269,1013,667,8,4,4,26,4,20,0,3,6,10574,1,1,1,1,1,1,1994-2003
19,057,Des Moines,Iowa,IA,30,4058,1248,816,2328,1414,6,4,4,55,4,25,11,4,4,146348,1,1,1,1,1,1,1999-2003
19,059,Dickinson,Iowa,IA,55,1322,463,280,995,586,5,4,3,21,4,21,0,3,6,5301,1,1,1,1,1,1,1994-2003
19,061,Dubuque,Iowa,IA,45,8989,2371,1068,5156,3465,52,4,13,67,4,63,166,4,27,247564,1,1,1,1,1,1,1999-2003
19,063,Emmet,Iowa,IA,60,1257,288,332,603,408,3,4,1,18,4,14,4,4,2,104173,1,1,1,1,1,1,1994-2003
19,065,Fayette,Iowa,IA,60,2238,604,345,1232,792,9,4,2,19,3,29,0,3,4,36575,1,1,1,1,1,1,1994-2003
19,067,Floyd,Iowa,IA,60,1622,482,351,946,584,5,4,2,20,3,22,1,3,3,372350,1,1,1,1,1,1,1994-2003
19,069,Franklin,Iowa,IA,54,1216,286,173,618,374,2,3,3,9,3,12,2,4,4,100624,1,1,1,1,1,1,1994-2003
19,071,Fremont,Iowa,IA,59,821,172,110,446,271,1,3,2,2,3,9,0,3,2,9157,1,1,1,1,1,1,1994-2003
19,073,Greene,Iowa,IA,54,999,252,138,576,363,0,3,3,8,3,11,5,4,4,15,1,1,1,1,1,1,1994-2003
19,075,Grundy,Iowa,IA,54,1170,278,206,717,452,4,4,4,15,4,14,1,3,5,0,1,1,1,1,1,1,1994-2003
19,077,Guthrie,Iowa,IA,54,1184,284,166,673,418,2,3,3,4,3,12,2,4,5,93097,1,1,1,1,1,1,1994-2003
19,079,Hamilton,Iowa,IA,55,1445,367,373,929,568,1,3,3,22,4,21,0,3,7,62803,1,1,1,1,1,1,1994-2003
19,081,Hancock,Iowa,IA,56,1171,312,190,681,426,5,3,6,10,3,16,0,3,5,216499,1,1,1,1,1,1,1994-2003
19,083,Hardin,Iowa,IA,55,1779,455,258,1036,663,5,4,4,18,3,24,12,4,8,179187,1,1,1,1,1,1,1994-2003
